sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,千葉 早智子,ちば さちこ,1802982,1911,,,,,,,,
female,中村 久仁子,なかむら くにこ,1883563,1945,,,,,,,,
female,徳永 エリ,とくなが エリ,1976916,1962,,,,,,,,
female,長沼 静,ながぬま しず,2040127,,,,,,,,,
female,筑紫 まり,つくし まり,2052010,1926,,,,,,,,
female,竹久 みち,たけひさ みち,2171590,1930,,,,,,,,
female,豊田 麻衣,とよた まい,2174348,1983,,,,,,,,
female,千葉 千枝子,ちば ちえこ,2352241,1965,,,,,,,,
female,中村 一枝,なかむら かずえ,2379782,1973,,,,,,,,
female,平野 ノラ,ひらの のら,3017376,1978,AB型,162cm,,,,{{JPN}}・東京都葛飾区,{{生年月日と年齢|1978|10|20}},
female,坂梨 亜里咲,さかなし ありさ,4148303,1990,,,,実業家,明治大学文学部 フランス文学科 卒業,{{JPN}} 宮崎県宮崎市,{{生年月日と年齢|1990|1|12}},{{JPN}}
female,塩野 紀子,しおの のりこ,4137009,1960,,,,,,,,
female,髙橋 弘美,たかはし ひろみ,5152786,1970,,,,,,,,
female,武井 亜樹,たけい あき,5097837,1997,,約166cm,,フリーランス宇宙事業者、タレント、ライター、元官僚,東京大学 工学部 航空宇宙工学科,群馬県,1997年,日本
female,戸田 久実,とだ くみ,4887403,,,,,実業家アンガーマネジメントコンサルタント企業研修講師著作家,立教大学文学部日本文学科卒業,{{JPN}}・大阪府生まれ（神奈川県横浜市育ち）,非公開,{{JPN}}
female,茅野 みつる,ちの みつる,4723874,1966,,,,,,,,
female,對馬 裕佳子,つしま ゆかこ,4454222,1982,,,,,,,,
female,田中 絵里緒,たなか えりを,4270049,1974,,,,,,,,
female,関口 舞,せきぐち まい,4194572,1990,,,,,,,,
female,高野 尚子,たかの なおこ,4160894,1973,,,,実業家、ネイリスト,,{{JPN}} 東京都、五反田,{{生年月日と年齢|1973|06|12}},{{JPN}}
female,中村 江莉香,なかむら えりか,3970544,1988,,,,,,,,
female,永田 順子,ながた よりこ,3961542,,,,,,,,,
female,高橋 ゆづき,たかはし ゆづき,3904118,1987,,,,,,,,
female,中村 朝紗子,なかむら あさこ,3886616,1992,,,,,,,,
female,手塚 佳代子,てづか かよこ,3846275,,,,,,,,,
female,髙橋 明希,たかはし あき,3843581,1976,,,,,,,,
female,中村 紀子,なかむら のりこ,3809410,1949,,,,実業家アナウンサー,,,1949年5月26日,{{JPN}}
female,中川 友紀子,なかがわ ゆきこ,3796640,1971,,,,東京工業大学助手日本科学未来館イクシスリサーチ取締役アールティ代表取締役,法政大学,東京都{{Sfn|TV東京|2012}},1971年{{Sfn|TV東京|2012}},
female,仲 暁子,なか あきこ,3642942,1984,,,,実業家,京都大学経済学部,{{JPN}}・千葉県,{{生年月日と年齢|1984|10|12}}[http://www.jpx.co.jp/listing/stocks/new/nlsgeu000002lxin-att/09Wantedly-1s.pdf ウォンテッドリー株式会社 新規上場申請のための有価証券報告書（Iの部）],
female,園田 静香,そのだ しずか,3597036,,,,,,,,,
female,中島 彩,なかじま あや,3221262,1987,,,,,,,,
female,中村 千恵子,なかむら ちえこ,2717023,1943,,,,,,,,
female,添田 めぐみ,そえだ めぐみ,2587326,1979,,,,,,,,
female,田中 雅子,たなか まさこ,2443763,1968,,,,実業家経営コンサルタント,慶應義塾女子高等学校慶應義塾大学法学部慶應義塾大学大学院法学研究科,{{jpn}} 静岡県浜松市,{{Birth year and age|1968||}},
female,近澤 美歩,ちかざわ みほ,2388421,1973,,,,,,,,
female,天真 みちる,てんま みちる,2386262,,,,,,,,,
female,殿村 美樹,とのむら みき,2383553,1961,,,,,,,,
female,佐伯 真唯子,さえき まゆこ,4004815,,,,,,,,3月31日,
female,小林 ゆう,こばやし ゆう,3997578,1999,,,,,,,,
female,河村 京子,かわむら きょうこ,3874545,1944,,,,エステティシャン,,{{JPN}} 大阪府,1944年,
female,小笹 政美,こささ まさみ,3841829,,,,,,,,,
female,栄 陽子,さかえ ようこ,3719479,1947,,,,,,,,
female,雑賀 みか,さいか みか,3604977,,,,,実業家、会社社長、元タレント,桐朋学園短期大学演劇科,{{JPN}} 神奈川県横浜市,{{生年月日と年齢|1964|12|06}},
female,栗原 イネ,くりはら イネ,3503300,1852,,,,,,,,
female,久保 京子,くぼ きょうこ,3211299,1955,,,,,,,,
female,椎木 里佳,しいき りか,3105171,1997,,,,実業家YouTuber,,{{JPN}}・東京都千代田区,{{生年月日と年齢|1997|11|21}},
female,五条 恋,ごじょう れん,3071903,1997,,,,,,,,
female,里咲 りさ,さとさき りさ,3002269,1992,,,,,,,,
female,最強 せつこ,さいきょうせつこ ,2860341,1982,AB型,155cm,,,,大分県竹田市,{{生年月日と年齢|1982|1|27}},{{JPN}}
female,小寺 真理,こてら まり,2356161,1991,A型,161cm,,,,{{JPN}}・大阪府高槻市,{{生年月日と年齢|1991|8|31}},
female,野村 道子,のむら みちこ,83730,1938,,,,,,,,
female,沼尾 ひろ子,ぬまお ひろこ,108873,1964,,,,,,,,
female,奈良岡 朋子,ならおか ともこ,115761,1929,,,,,,,,
female,奈良橋 陽子,ならはし ようこ,222931,1947,,,,作詞家演出家英語教育家,国際基督教大学卒業,{{JPN}}・千葉県市川市,{{生年月日と年齢|1947|6|17}},
female,中山 真見,なかやま まみ,492042,1984,,,,,,,,
female,庭田 幸恵,にわた ゆきえ,501996,1967,,,,,,,,
female,西本 勝子,にしもと かつこ,558368,1950,,,,,,,,
female,西又 葵,にしまた あおい,565480,1977,,,,,,,{{生年月日と年齢|1977|6|4}} {{Cite web|和書|url=http://www.jokertype.com/profile/index.php|title=西又葵 オフィシャルサイト|publisher=西又葵|accessdate=2012-10-13}}西又は、かつて自身の漫画単行本『West Again』（茜新社、1998年）において生年月日を公表していたが、その後、本人のブログ[http://www.number21.jp/adiary/diary5.cgi?id=jtype&action=view&year=2007&month=6&day=4 2007年6月4日付]において、過去のトラブルから生年・年齢の情報の流布を望まない意志を明確にしている。,
female,西田 佐知子,にしだ さちこ,644820,1939,,,,{{hlist-comma|元歌手}},帝国女子高等学校中退,{{JPN}} 大阪府大阪市城東区,{{生年月日と年齢|1939|1|9}},
female,夏波 夕日,なつみ ゆか,917526,,,,,実業家、タレント,体育大学,{{JPN}} 東京都,生年月日非公表,
female,野中 美郷,のなか みさと,1520009,1991,,,,,,,,
female,小日向 えり,こひなた えり,1686644,1988,,,,,,,,
female,野坂 暘子,のさか ようこ,1750342,1941,,,,,,,,
female,野口 美佳,のぐち みか,1847656,1965,,,,実業家,宮城学院高等学校,{{JPN}}・宮城県仙台市,{{生年月日と年齢|1965|01|13}}https://www.kinokuniya.co.jp/f/dsg-01-9784492501504,
female,竹中 ナミ,たけなか ナミ,2191357,1948,,,,,,,,
female,今村 久美,いまむら くみ,2266162,1979,,,,,,,,
female,栂 紀久代,とが きくよ,2295888,1952,,,,,,,,
female,草笛 美子,くさぶえ よしこ,2305218,1909,,,,,,,,
female,阪口 あき子,さかぐち あきこ,2270244,1973,,,,シンプルウェイ代表取締役,静岡県立大学卒業,{{Flagicon|JPN}} 静岡県富士市,1973年6月2日,
female,酒井 法子,さかい のりこ,2124399,1971,,,,,,,,
female,小室 淑恵,こむろ よしえ,2036873,1975,,,,,,,,
female,桜 香乃,さくら かの,2023108,,,,,,,,,
female,松本 明子,まつもと あきこ,67272,1966,,,,,,,,
female,松嶋 尚美,まつしま なほみ,84097,1971,A型,160cm,,,,大阪府東大阪市,{{生年月日と年齢|1971|12|2}},
female,村田 千鶴,むらた ちづる,669766,1981,O型,,,,,広島県,{{生年月日と年齢|1981|8|6}},{{JPN}}
female,牧野 ステテコ,まきの ステテコ,672453,1979,O型,162 cm,48 kg,,,{{JPN}} 富山県黒部市,{{生年月日と年齢|1979|10|14}},
female,村田 真理子,むらた まりこ,672616,1981,,,,,,,,
female,宮島 里奈,みやじま りな,854885,1984,,,,,,,,
female,松原 陽子,まつばら ようこ,1204193,1981,,,,,,,,
female,三浦 唯歌,みうら ゆか,1251399,1982,,,,,,,,
female,村瀬 みちゃこ,むらせ みちゃこ,1688797,1988,,164cm,,,,愛知県名古屋市,{{生年月日と年齢|1988|2|17}},
female,山口 絵理子,やまぐち えりこ,1881242,1981,,,,デザイナー、マザーハウス代表取締役,{{仮リンク|BRAC大学|en|BRAC University}}大学院開発学部修士課程 修了慶應義塾大学総合政策学部 卒業埼玉県立大宮工業高等学校,{{JPN}}・埼玉県さいたま市,{{生年月日と年齢|1981|08|21}},{{JPN}}
female,村田 早耶香,むらた さやか,1950443,1981,,,,,,,,
female,渡邊 智恵子,わたなべ ちえこ,2246519,1952,,,,,,,,
female,箕輪 はるか,みのわ はるか,2295472,1980,A型,,,,,{{JPN1947}} 東京都府中市{{Cite web|和書|url=https://artist.cdjournal.com/a/minowa-haruka/869075|title=箕輪はるか|publisher=CDJournal|accessdate=2022-11-24}},{{生年月日と年齢|1980|1|1}},
female,中山 由衣,なかやま ゆい,5093316,1991,,,,実業家プロデューサー,就実高等学校（岡山県）,岡山県,1991年10月20日,{{JPN}}
female,大和田 順子,おおわだ じゅんこ,4824303,1959,,,,,,,,
female,田口 愛,たぐち あい,4726766,1998,,,,社会起業家,広島大学附属福山中学校・高等学校国際基督教大学,{{JPN}} {{Flag|岡山県}},{{生年月日と年齢|1998|8|10}},{{JPN}}
female,遠藤 奈央子,えんどう なおこ,4597970,1974,,,,,,,,
female,野田 みづき,のだ みづき,4480872,1934,,,,{{Hlist-comma| 実業家 | 馬主 }},,{{JPN}} 兵庫県西宮市{{Cite web|和書|url= http://race.sanspo.com/keiba/news/20150525/pog15052505060008-c.html|title= 【オークス】野田オーナー、クイーンに「感無量」 |work= |website= サンスポZBAT|publisher= サンケイスポーツ|author= |date= 2015-05-25 |archiveurl= https://web.archive.org/web/20230426133323/http://race.sanspo.com/keiba/news/20150525/pog15052505060008-c.html |archivedate=2023-04-26 |accessdate=2023-04-26}},{{生年月日と年齢|p=0|1934|8|27}}{{Cite web|和書|url= https://irbank.net/E05025/officer?m=野田みづき |title= 4684 オービック 役員の状況 - 野田みづき|work= |website= IR BANK|publisher= |author= |date= |accessdate=2023-04-26}},
female,芳賀 美里,はが みさと,4441228,1979,,,,,,,,
female,新田 さちか,にった さちか,4304257,1998,,,,,,,,
female,中山 そら,なかやま そら,4061955,2005,,,,,,,,
female,藤田 美樹,ふじた みき,5024669,1975,,,,,,,,
female,長村 さと子,ながむら さとこ,4260348,,,,,,,,,
female,正井 禮子,まさい れいこ,4040482,1949,,,,,,,,
female,仲本 千津,なかもと ちづ,3789862,1984,,,,,,,,
female,長谷部 葉子,はせべ ようこ,3624166,,,,,教育学者、社会起業家,慶應義塾大学環境情報学部 慶應義塾大学大学院政策・メディア研究科,{{JPN}} 東京都,,
female,松丸 ほるもん,まつまる ほるもん,3508937,1986,B型,158cm,,,,{{JPN}}・千葉県柏市,{{生年月日と年齢|1986|5|14}},{{JPN}}
female,丸山 礼,まるやま れい,3454723,1997,AB型,,,,,{{JPN}} 北海道北見市,{{生年月日と年齢|1997|4|1}},
female,向田 麻衣,むかいだ まい,3390913,1982,,,,,,,,
female,藤原 麻里菜,ふじわら まりな,3080346,1993,,,,{{hlist-comma|発明家|YouTuber|コンテンツクリエイター|文筆家|映像作家}},,{{JPN}} 神奈川県横浜市戸塚区{{R|baby-g}},{{生年月日と年齢|1993|07|20}}{{R|生年月日}},
female,山田 邦子,やまだ くにこ,75967,1960,B型,168 cm,,,,{{JPN}}・東京都荒川区,{{生年月日と年齢|1960|06|13}},
female,早坂 ひとみ,はやさか ひとみ,108123,1982,,,,,,,,
female,橋本 真由美,はしもと まゆみ,540446,1949,,,,,,,,
female,早咲 まみ,はやさき まみ,695952,1986,,,,,,,,
female,林 文子,はやし ふみこ,727132,1946,,,,,,,,
female,吉長 美鈴,よしなが みすず,729451,1984,,,,,,,,
female,山田 スミ子,やまだ スミこ,849930,1945,,,,,,,,
female,渡辺 江里子,わたなべ えりこ,957711,1972,A型,,,,,{{JPN}}・栃木県宇都宮市,{{生年月日と年齢|1972|7|15}},
female,長谷川 玲子,はせがわ れいこ,1316243,1968,,,,,,,,
female,渡辺 直美,わたなべ なおみ,1346657,1987,A型,158 cm,,,,{{TWN}}・台北県板橋市（現：新北市板橋区）（育ちは{{JPN}}・茨城県石岡市）,{{生年月日と年齢|1987|10|23}}{{Cite web|和書|url=https://profile.yoshimoto.co.jp/talent/detail?id=2710|title=渡辺 直美|publisher=吉本興業公式サイト|accessdate=2022-12-02}},
female,八幡 カオル,やはた カオル,1499209,1975,B型,156cm,,,,{{JPN}}・静岡県磐田郡水窪町（現・浜松市天竜区）,{{生年月日と年齢|1975|5|20}},
female,柳原 可奈子,やなぎはら かなこ,1582512,1986,,153 cm,65 kg,,,{{JPN}} 東京都中野区,{{生年月日と年齢|1986|2|3}},
female,八反安 未果,はったん あみか,1644373,1980,A,,,,,{{JPN}}・埼玉県所沢市,{{生年月日と年齢|1980|10|03}},
female,若水 ヤエ子,わかみず やえこ,1876443,1927,,,,,,,,
female,畠山 潤子,はたけやま じゅんこ,1919809,1981,,,,,,,,
female,鉢須 祐子,はちす ゆうこ,2078690,1982,,,,,,,,
female,横澤 夏子,よこさわ なつこ,2608576,1990,A型,172cm,,,,{{JPN}}・新潟県糸魚川市 (生まれは東京都墨田区錦糸町),{{生年月日と年齢|1990|7|20}},{{JPN}}
female,鳥居 晴美,とりい はるみ,4012563,1955,,,,特定非営利活動法人 子供地球基金代表,,,,
female,沼部 美由紀,ぬまべ みゆき,3922201,,,,,実業家,甲南大学,兵庫県,1969年,{{JPN}}
female,齋藤 由佳子,さいとう ゆかこ,3882471,1976,,,,,,,,
female,橋本 じゅり,はしもと じゅり,3840489,1981,,,,,,,,
female,鮫島 弘子,さめじま ひろこ,3833310,,,,,,,,,
female,大塚 玲奈,おおつか れいな,3800826,1980,,,,,,,,
female,田中 美咲,たなか みさき,3705970,1988,,,,,,,,
female,吉田 サブ,よしだ サブ,5013740,,AB型,165cm,,,,青森県,1月9日,日本
female,八丁地 園子,はっちょうじ そのこ,3853666,1950,,,,,,,,
female,橋本 せつ子,はしもと せつこ,3821578,1953,,,,実業家,北陸先端科学技術大学院大学知識科学科,{{JPN}} 福岡県福岡市東区,{{生年月日と年齢|1953|8|15}},{{JPN}}
female,八つ橋 てまり,やつはし てまり,3814158,1981,O型,165cm,110㎏,,,福島県浪江町,{{生年月日と年齢|1981|7|31}},
female,森山 あすか,もりやま あすか,3489724,1996,AB型{{Cite web|和書|url=https://www.vip-times.co.jp/?talent_id=W17-1280 |title=森山 あすか｜日本タレント名鑑 |publisher=日本タレント名鑑 |accessdate=2019-03-02}},154cm,,,,{{JPN}} 広島県広島市,{{生年月日と年齢|1996|4|22}}{{Cite web|和書|url=https://web.archive.org/web/20161120213522/https://www.watanabepro.co.jp/mypage/40000189/|title=森山あすか モリヤマアスカ|publisher=ワタナベエンターテインメント |accessdate=2016-09-09}},
female,山田 花子,やまだ はなこ,3268151,1975,A型,150 cm{{Cite web|和書|url=https://profile.yoshimoto.co.jp/talent/detail?id=737 |title= タレント詳細(山田花子)|accessdate=2023-08-04|date=2023-08-04}},,,,大阪府堺市北区,{{生年月日と年齢|1975|3|10}},
female,広瀬 香美,ひろせ こうみ,78245,1966,,,,{{Hlist-comma|シンガーソングライター|作詞家|作曲家|編曲家|音楽プロデューサー|ボイストレーナー}},,{{JPN}} 和歌山県東牟婁郡那智勝浦町,{{生年月日と年齢|1966|04|12}},
female,槇 徳子,まき のりこ,98299,1964,,,,,,,,
female,ひし美 ゆり子,ひしみ ゆりこ,149385,1947,,,,,,,,
female,松田 惠美子,まつだ えみこ,184792,,,,,,,,,
female,東村 アキコ,ひがしむら アキコ,264104,1975,,,,漫画家,,,,
female,原田 さとみ,はらだ さとみ,333076,,,,,,,,,
female,馬淵 よしの,まぶち よしの,362043,1966,,,,,,,,
female,松居 一代,まつい かずよ,451973,1957,,,,,,,,
female,早瀬 久美,はやせ くみ,744811,1951,,,,,,,,
female,松田 かりな,まつだ かりな,780439,1985,,,,,,,,
female,舞坂 ゆき子,まいさか ゆきこ,782645,1976,,,,,,,,
female,松崎 みさ,えど みさ,1156879,,,,,,,,,
female,日限 萬里子,ひぎり まりこ,1277858,1942,,,,空間プロデューサー,大阪女学院高等学校{{Cite book|和書|author=日限満彦 |title=アメリカ村のママ 日限萬里子 |publisher=小学館 |year=2007 |page=38 |isbn=9784093877015}},大阪府大阪市,1942年11月1日{{Cite book|和書|author=日限満彦 |title=アメリカ村のママ 日限萬里子 |publisher=小学館 |year=2007 |page=24 |isbn=9784093877015}},
female,坂野 尚子,ばんの なおこ,1317907,1957,,,,,,,,
female,伴 久美子,ばん くみこ,1648709,1942,,,,,,,,
female,葉山 あや,はやま あや,1668302,1986,,,,,,,,
female,三上 和美,みかみ かずみ,1762449,1976,,163cm,50kg,,,,{{生年月日と年齢|1976|8|27}},{{JPN}}
female,雛田 なつみ,ひなた なつみ,1778433,1985,,,,,,,,
female,宮崎 萬純,みやざき ますみ,64728,1968,,,,,,,,
female,山口 美江,やまぐち みえ,167811,1960,,,,テレビキャスター、タレント、実業家,上智大学外国語学部比較文化学科卒業,{{Flagicon|JPN}} 神奈川県横浜市,1960年9月20日,{{JPN}}
female,美雪 花代,みゆき はなよ,225252,1960,,,,,,,,
female,本橋 優華,もとはし ゆうか,246223,1985,,,,,,,,
